Index Arrival time  CPU Burst Length   Priority
5714       85020                  12     2
5715       85023                  21     4
5716       85061                   1     3
5717       85082                  11     9
5718       85123                   1     8
5719       85132                  12     8
5720       85152                  19     7
5721       85160                   8     7
5722       85163                  15     7
5723       85165                  19     5
5724       85198                   2     6
5725       85218                  19     6
5726       85226                  21     4
5727       85235                  20     2
5728       85281                   5     6
5729       85281                   3     4
5730       85281                  15     3
5731       85314                   7     3
5732       85334                   0     2
5733       85398                  17     2
5734       85449                  22     7
5735       85462                   3     6
5736       85467                   0     3
5737       85490                  16     8
5738       85502                  11     2
5739       85514                  14     2
5740       85524                   7     1
5741       85524                  15     9
5742       85525                   8     3
5743       85533                   1     1
5744       85565                  20     1
5745       85572                   5     1
5746       85581                  15     5
5747       85589                  17     2
5748       85604                   2     7
5749       85605                  19     2
5750       85672                  20     3
5751       85684                  10     3
5752       85701                  17     8
5753       85707                   4     5
5754       85735                  14     9
5755       85743                   1     8
5756       85764                  10     7
5757       85776                  13     7
5758       85798                  22     7
5759       85799                   0     1
5760       85808                   0     1
5761       85836                   7     6
5762       85859                   6     5
5763       85867                  17     9
5764       85873                  22     1
5765       85897                   5     9
5766       85902                   0     6
5767       85927                   6     3
5768       85927                   8     2
5769       85940                  22     7
5770       85949                   0     5
5771       85980                  22     6
5772       85997                   7     9
5773       86008                   9     6
5774       86016                   6     3
5775       86056                  21     1
5776       86069                  16     7
5777       86104                   2     1
5778       86131                   1     6
5779       86136                  11     5
5780       86173                   4     5
5781       86194                  13     8
5782       86194                  15     3
5783       86199                  22     6
5784       86231                   3     2
5785       86255                  24     8
5786       86278                  21     4
5787       86280                   9     6
5788       86307                   1     1
5789       86321                  11     1
5790       86327                  10     8
5791       86336                   8     3
5792       86366                   7     7
5793       86372                   2     2
5794       86380                  12     1
5795       86396                  24     7
5796       86427                   1     5
5797       86496                  21     9
5798       86513                   1     7
5799       86524                  17     4
5800       86545                   2     9
5801       86546                   3     7
5802       86558                   7     5
5803       86558                   0     7
5804       86570                  23     4
5805       86572                  18     9
5806       86611                  23     2
5807       86640                   0     1
5808       86648                  15     5
5809       86650                  19     8
5810       86663                  22     6
5811       86675                  15     9
5812       86701                  23     6
5813       86713                   8     7
5814       86723                   2     8
5815       86729                  24     6
5816       86730                   4     2
5817       86752                   6     3
5818       86769                   6     4
5819       86784                   9     6
5820       86812                   3     7
5821       86854                   8     3
5822       86860                   9     8
5823       86864                  10     9
5824       86873                   2     8
5825       86875                   4     4
5826       86883                   7     5
5827       86885                  12     2
5828       86892                  22     5
5829       86906                  12     6
5830       86911                  24     9
5831       86947                   4     5
5832       86948                  11     7
5833       86959                  17     3
5834       86988                  23     8
5835       87004                  19     1
5836       87064                   0     7
5837       87078                   5     6
5838       87095                  22     8
5839       87106                  24     4
5840       87109                  20     3
5841       87115                   4     5
5842       87122                  19     4
5843       87132                  18     4
5844       87132                  19     3
5845       87139                  24     6
5846       87154                  16     2
5847       87201                   9     3
5848       87208                  23     8
5849       87214                  16     2
5850       87253                  13     9
5851       87254                  14     1
5852       87268                  11     5
5853       87286                  18     6
5854       87286                  13     8
5855       87304                  18     6
5856       87309                  22     4
5857       87317                  17     3
5858       87320                  18     9
5859       87336                   6     8
5860       87351                  17     5
5861       87353                  21     1
5862       87359                   9     2
5863       87380                   8     5
5864       87382                   6     6
5865       87384                  12     4
5866       87389                  20     4
5867       87392                  13     3
5868       87395                  17     1
5869       87401                   1     9
5870       87443                  23     3
5871       87456                   8     8
5872       87459                  13     5
5873       87472                  22     7
5874       87492                  10     8
5875       87502                  22     1
5876       87504                   9     7
5877       87515                  23     3
5878       87516                   5     8
5879       87519                  15     9
5880       87526                  17     7
5881       87529                   8     7
5882       87539                  23     7
5883       87581                  13     6
5884       87586                  21     3
5885       87588                  12     2
5886       87596                   5     2
5887       87624                   0     5
5888       87638                  18     5
5889       87647                   8     6
5890       87648                  16     7
5891       87649                  12     3
5892       87651                  20     1
5893       87669                  21     9
5894       87688                  14     8
5895       87689                   4     8
5896       87706                   4     5
5897       87738                  16     3
5898       87771                  20     9
5899       87820                   6     4
5900       87847                   8     9
5901       87852                  11     7
5902       87882                  16     5
5903       87895                  19     6
5904       87903                   7     3
5905       87931                  15     1
5906       87936                  15     8
5907       87942                   1     3
5908       87953                  14     6
5909       87968                  12     9
5910       87976                  21     9
5911       87991                   7     3
5912       87994                  17     8
5913       87997                  11     4
5914       87999                  18     3
5915       88029                  24     6
5916       88034                  14     5
5917       88081                   5     4
5918       88085                   8     3
5919       88104                  20     6
5920       88104                   3     6
5921       88106                   5     1
5922       88109                  24     3
5923       88110                   6     9
5924       88137                   2     8
5925       88144                   2     7
5926       88163                  20     1
5927       88168                   4     9
5928       88180                  20     4
5929       88200                   0     3
5930       88209                  16     5
5931       88248                   4     9
5932       88250                  12     4
5933       88252                   9     5
5934       88266                   1     1
5935       88309                   3     8
5936       88320                   5     3
5937       88362                   7     4
5938       88372                  16     5
5939       88381                  12     7
5940       88392                  22     5
5941       88392                   9     5
5942       88398                  15     1
5943       88419                   9     8
5944       88420                   0     4
5945       88424                  22     3
5946       88429                   6     7
5947       88473                   2     4
5948       88473                  11     3
5949       88476                   7     4
5950       88496                  17     7
5951       88509                  22     3
5952       88515                   4     1
5953       88529                  18     1
5954       88564                  16     3
5955       88566                  15     5
5956       88568                   4     9
5957       88585                  10     3
5958       88638                   3     8
5959       88700                  22     1
5960       88736                  15     6
5961       88752                  24     9
5962       88775                   8     6
5963       88788                  17     2
5964       88802                  11     3
5965       88806                  14     5
5966       88809                   1     5
5967       88814                   6     2
5968       88835                  13     2
5969       88843                  23     2
5970       88860                  22     8
5971       88889                  24     3
5972       88916                  11     6
5973       88933                   9     2
5974       88935                   1     5
5975       88946                  11     4
5976       88956                  24     3
5977       88964                   8     9
5978       88968                  10     5
5979       88979                  20     5
5980       88987                   8     2
5981       89013                  19     3
5982       89025                   4     6
5983       89056                  24     4
5984       89078                  12     8
5985       89131                  12     8
5986       89136                  22     5
5987       89164                  24     2
5988       89191                   3     2
5989       89193                  18     9
5990       89202                  10     8
5991       89206                  16     4
5992       89225                  13     1
5993       89227                  22     5
5994       89252                  17     8
5995       89312                  14     1
5996       89317                  12     2
5997       89371                  19     9
5998       89378                  16     6
5999       89411                  24     4
6000       89418                  10     8
6001       89457                  23     1
6002       89458                  14     5
6003       89466                   5     3
6004       89489                  20     5
6005       89507                   2     1
6006       89547                   9     6
6007       89561                   8     3
6008       89582                  10     7
6009       89589                   6     4
6010       89601                   9     2
6011       89605                   2     7
6012       89613                  24     6
6013       89625                  14     6
6014       89675                   5     4
6015       89713                  10     4
6016       89715                  23     2
6017       89760                  13     9
6018       89787                  23     8
6019       89797                   4     1
6020       89814                   2     7
6021       89820                  24     3
6022       89823                  20     8
6023       89871                   4     8
6024       89896                   9     4
6025       89920                   6     3
6026       89923                   1     9
6027       89952                  17     5
6028       89955                   8     3
6029       90025                  23     6
6030       90033                  23     4
6031       90037                  24     5
6032       90052                  19     4
6033       90062                  17     6
6034       90069                   0     6
6035       90080                  11     4
6036       90102                  21     3
6037       90123                   6     2
6038       90163                   0     7
6039       90168                  23     7
6040       90190                  13     9
6041       90195                   5     8
6042       90233                   2     1
6043       90235                  16     1
6044       90240                  18     9
6045       90241                   4     9
6046       90281                  10     1
6047       90315                  24     1
6048       90315                  12     3
6049       90316                   8     1
6050       90334                   8     4
6051       90337                  13     1
6052       90342                  22     7
6053       90356                   4     3
6054       90365                  23     4
6055       90377                  19     4
6056       90388                  17     8
6057       90400                   6     8
6058       90405                  14     3
6059       90408                  10     5
6060       90420                  17     9
6061       90421                  13     5
6062       90447                   9     1
6063       90489                  11     4
6064       90492                   0     5
6065       90497                   8     4
6066       90531                  23     4
6067       90531                   6     8
6068       90551                   0     3
6069       90595                  21     9
6070       90625                  17     3
6071       90641                  20     1
6072       90653                  10     2
6073       90667                  19     6
6074       90683                  24     5
6075       90685                  14     2
6076       90733                  19     5
6077       90738                  10     6
6078       90748                   8     1
6079       90749                  11     1
6080       90758                   9     2
6081       90782                  17     4
6082       90810                  17     3
6083       90822                   7     2
6084       90830                   8     1
6085       90850                   1     8
6086       90862                  15     2
6087       90883                  11     9
6088       90935                   3     2
6089       90938                   2     7
6090       90952                  14     9
6091       90961                   3     7
6092       90963                   2     3
6093       90964                  10     9
6094       90965                   8     4
6095       90969                  18     5
6096       91012                  14     3
6097       91053                   5     6
6098       91074                  16     3
6099       91091                   6     7
6100       91121                  20     1
6101       91123                   4     1
6102       91128                  18     1
6103       91140                  20     6
6104       91143                  24     4
6105       91157                   0     5
6106       91180                  10     4
6107       91188                  18     6
6108       91198                  15     9
6109       91216                  12     2
6110       91219                   4     2
6111       91227                  15     2
6112       91239                  22     1
6113       91256                  15     3
6114       91279                   7     9
6115       91288                  15     2
6116       91302                  12     1
6117       91302                   0     9
6118       91350                  21     9
6119       91366                  16     8
6120       91389                   4     9
6121       91403                  12     6
6122       91416                   1     4
6123       91448                  16     5
6124       91472                  14     4
6125       91505                  23     1
6126       91508                  16     7
6127       91517                  11     5
6128       91540                  20     7
6129       91542                  12     7
6130       91544                  23     1
6131       91545                  20     4
6132       91571                  10     4
6133       91579                  23     6
6134       91612                  12     2
6135       91656                  11     9
6136       91669                  22     7
6137       91683                   7     5
6138       91686                   3     1
6139       91735                   3     7
6140       91742                  15     8
6141       91758                  17     5
6142       91761                  13     3
6143       91769                  22     2
6144       91781                  10     5
6145       91784                  10     6
6146       91786                   1     2
6147       91801                   5     9
6148       91802                   7     6
6149       91807                  23     7
6150       91848                   8     5
6151       91849                  15     6
6152       91853                   7     7
6153       91856                  22     6
6154       91860                   6     5
6155       91876                   6     2
6156       91890                  14     9
6157       91907                  20     6
6158       91949                  10     5
6159       91951                  23     9
6160       91958                   5     2
6161       92010                   9     4
6162       92029                  16     7
6163       92042                  11     1
6164       92044                   0     8
6165       92049                   4     6
6166       92054                  19     8
6167       92059                   2     2
6168       92064                  10     5
6169       92071                  10     5
6170       92088                  20     9
6171       92169                   0     9
6172       92170                  11     4
6173       92191                  16     2
6174       92259                   5     2
6175       92269                   9     8
6176       92270                  11     4
6177       92275                   9     1
6178       92343                  23     6
6179       92371                   8     4
6180       92375                  14     5
6181       92396                  16     3
6182       92422                  12     4
6183       92428                  19     2
6184       92446                   9     7
6185       92455                  16     7
6186       92498                  22     8
6187       92505                  18     5
6188       92549                   9     7
6189       92558                  24     8
6190       92567                  17     2
6191       92573                  11     8
6192       92641                   5     5
6193       92652                  14     1
6194       92660                  24     6
6195       92695                   6     7
6196       92697                   3     8
6197       92763                   2     8
6198       92782                  18     5
6199       92812                  24     3
6200       92831                  16     7
6201       92835                   4     6
6202       92845                  23     9
6203       92847                   7     7
6204       92854                  15     6
6205       92894                   5     3
6206       92915                  18     7
6207       92926                  11     7
6208       92931                  11     4
6209       92938                  22     7
6210       92994                  15     9
6211       93000                   7     1
6212       93025                  19     7
6213       93055                  12     4
6214       93059                  10     6
6215       93083                  16     1
6216       93116                   4     2
6217       93116                  10     7
6218       93122                  11     2
6219       93157                  16     8
6220       93162                  22     7
6221       93207                   9     3
6222       93238                  16     7
6223       93241                   3     7
6224       93252                  17     5
6225       93255                  17     5
6226       93259                   1     6
6227       93261                  23     7
6228       93267                  18     9
6229       93287                  10     6
6230       93289                   5     8
6231       93320                  19     4
6232       93321                  22     9
6233       93322                  22     9
6234       93324                   5     3
6235       93360                   2     6
6236       93381                   7     8
6237       93389                  12     5
6238       93407                  11     8
6239       93423                   5     3
6240       93435                   4     2
6241       93439                   1     4
6242       93466                  15     5
6243       93501                  14     5
6244       93543                   4     7
6245       93547                  23     5
6246       93557                  10     4
6247       93562                   2     8
6248       93566                  16     5
6249       93580                   7     5
6250       93597                   4     9
6251       93599                  17     5
6252       93636                  17     1
6253       93667                  20     2
6254       93680                  20     2
6255       93690                   0     7
6256       93695                  21     2
6257       93772                  22     3
6258       93808                  12     9
6259       93812                   7     4
6260       93815                  17     1
6261       93816                   3     3
6262       93843                  20     6
6263       93857                   0     1
6264       93857                   2     5
6265       93859                  17     2
6266       93860                   7     4
6267       93867                   5     9
6268       93875                  24     5
6269       93958                  17     1
6270       93965                  11     8
6271       93967                   1     6
6272       93967                   0     8
6273       93969                   4     9
6274       94013                  23     4
6275       94024                  14     6
6276       94037                  13     6
6277       94043                  20     5
6278       94058                   7     7
6279       94062                   7     7
6280       94068                  18     8
6281       94076                  20     3
6282       94091                  24     7
6283       94126                  20     1
6284       94128                  10     5
6285       94131                  21     5
6286       94138                   0     9
6287       94165                  19     6
6288       94170                   7     1
6289       94181                  12     1
6290       94271                   4     6
6291       94277                  23     2
6292       94287                   5     3
6293       94299                   8     1
6294       94335                  21     6
6295       94395                   1     8
6296       94395                  16     7
6297       94395                  10     7
6298       94416                   5     8
6299       94421                   5     1
6300       94431                  12     3
6301       94432                  15     4
6302       94443                   6     5
6303       94444                  18     2
6304       94481                  13     7
6305       94496                   6     2
6306       94504                  15     9
6307       94507                  11     3
6308       94533                   6     7
6309       94537                   4     4
6310       94558                   0     1
6311       94559                   1     4
6312       94582                  10     8
6313       94610                  24     4
6314       94610                   9     7
6315       94619                   0     9
6316       94623                  22     9
6317       94643                  24     4
6318       94648                  16     1
6319       94665                   5     1
6320       94669                  13     3
6321       94670                  12     6
6322       94677                  12     8
6323       94704                  22     3
6324       94713                  15     1
6325       94733                   2     6
6326       94782                  16     4
6327       94784                   2     7
6328       94785                  19     9
6329       94820                  19     8
6330       94842                  14     7
6331       94868                   6     5
6332       94884                  15     3
6333       94886                  16     8
6334       94895                  18     4
6335       94906                   5     8
6336       94918                  24     3
6337       94926                  22     9
6338       94934                  11     9
6339       94945                   4     9
6340       95004                  21     8
6341       95006                  11     2
6342       95021                  14     9
6343       95038                  23     3
6344       95055                  24     1
6345       95063                   3     6
6346       95064                  13     1
6347       95071                   9     9
6348       95091                   5     6
6349       95102                   6     6
6350       95104                  15     2
6351       95113                  17     2
6352       95123                  10     4
6353       95137                   5     4
6354       95141                  11     7
6355       95148                  13     7
6356       95163                  16     7
6357       95171                   2     7
6358       95174                  17     7
6359       95211                  23     4
6360       95223                   0     8
6361       95236                  16     5
6362       95239                   6     2
6363       95250                   4     4
6364       95260                  24     2
6365       95272                   6     6
6366       95272                  18     7
6367       95274                   2     1
6368       95287                  19     5
6369       95301                  19     2
6370       95322                  16     8
6371       95326                   4     3
6372       95338                  24     9
6373       95340                  16     3
6374       95370                  23     4
6375       95380                  12     1
6376       95388                  15     1
6377       95443                  18     1
6378       95458                  15     7
6379       95462                   5     7
6380       95468                   1     6
6381       95477                  10     3
6382       95479                  23     8
6383       95483                  20     3
6384       95489                  12     8
6385       95510                   9     7
6386       95523                   2     5
6387       95543                  14     7
6388       95548                  21     3
6389       95595                  15     6
6390       95619                  22     2
6391       95620                  23     4
6392       95692                  18     9
6393       95700                  23     4
6394       95702                  20     2
6395       95712                  16     3
6396       95742                  21     5
6397       95758                   8     1
6398       95819                   9     8
6399       95838                  18     3
6400       95840                   8     2
6401       95863                  22     5
6402       95871                  14     9
6403       95888                  12     8
6404       95935                  21     3
6405       95938                  18     2
6406       95973                   5     6
6407       96019                  21     3
6408       96024                  20     8
6409       96042                  15     4
6410       96055                  16     7
6411       96064                  16     2
6412       96068                   7     8
6413       96090                  20     5
6414       96093                  10     2
6415       96116                   7     6
6416       96130                  23     5
6417       96165                  18     8
6418       96173                  20     8
6419       96174                  22     1
6420       96186                  18     8
6421       96202                   6     5
6422       96209                   9     2
6423       96223                  14     2
6424       96232                   0     2
6425       96264                  23     6
6426       96290                  20     8
6427       96312                  13     2
6428       96336                   3     3
6429       96346                  20     7
6430       96415                  19     6
6431       96420                  18     4
6432       96422                   7     6
6433       96423                  14     3
6434       96427                   4     1
6435       96427                  19     8
6436       96427                  11     6
6437       96471                  11     1
6438       96500                  24     8
6439       96507                   7     7
6440       96509                   6     5
6441       96514                  18     1
6442       96514                  22     3
6443       96520                  12     8
6444       96565                  15     4
6445       96568                  22     2
6446       96606                  20     5
6447       96624                  10     5
6448       96626                   3     4
6449       96661                  19     4
6450       96696                  15     1
6451       96697                   2     9
6452       96698                   6     7
6453       96719                  23     6
6454       96744                   9     4
6455       96752                  13     1
6456       96767                  12     8
6457       96774                   5     5
6458       96778                  19     4
6459       96780                   9     9
6460       96793                  16     1
6461       96793                  24     5
6462       96800                  13     5
6463       96803                   6     4
6464       96807                  20     1
6465       96817                  12     5
6466       96818                   7     1
6467       96822                  19     2
6468       96823                  17     7
6469       96861                  11     8
6470       96867                  23     4
6471       96876                   9     7
6472       96895                   9     8
6473       96901                   5     7
6474       96913                   5     8
6475       96941                  22     7
6476       96955                  24     8
6477       96956                   5     1
6478       96963                   8     9
6479       96967                  10     8
6480       96971                   8     5
6481       96998                  24     4
6482       96998                  11     6
6483       97003                  15     2
6484       97006                  12     9
6485       97052                  12     8
6486       97059                   1     2
6487       97083                  11     2
6488       97101                   5     7
6489       97133                  18     3
6490       97140                  18     6
6491       97246                  14     1
6492       97259                  22     7
6493       97281                  16     3
6494       97283                   3     4
6495       97299                  21     5
6496       97335                   4     5
6497       97339                  10     7
6498       97341                   3     4
6499       97345                   7     5
6500       97348                  16     9
6501       97364                   9     7
6502       97380                   2     3
6503       97386                  22     6
6504       97418                  22     7
6505       97436                   1     7
6506       97439                  10     7
6507       97440                   2     4
6508       97444                  12     4
6509       97448                   5     5
6510       97456                   8     5
6511       97480                   3     9
6512       97496                   1     9
6513       97521                   1     9
6514       97544                  14     2
6515       97570                  14     6
6516       97602                  14     9
6517       97627                   2     4
6518       97631                   2     5
6519       97642                  12     8
6520       97658                   9     4
6521       97688                  23     8
6522       97693                   3     3
6523       97694                  20     5
6524       97719                  20     8
6525       97732                  20     1
6526       97734                   3     7
6527       97761                  15     1
6528       97771                   0     8
6529       97773                  10     2
6530       97776                  22     6
6531       97791                  21     3
6532       97803                  14     9
6533       97811                   5     2
6534       97827                   6     4
6535       97848                  11     1
6536       97851                   1     5
6537       97884                   0     4
6538       97887                   1     6
6539       97892                  20     4
6540       97925                  20     4
6541       97963                  17     8
6542       98009                   9     9
6543       98024                  16     9
6544       98057                  10     3
6545       98084                  17     8
6546       98113                  24     5
6547       98143                   4     7
6548       98144                  21     8
6549       98147                  10     8
6550       98155                  24     5
6551       98157                   4     9
6552       98168                  12     4
6553       98177                   8     4
6554       98186                   1     6
6555       98215                   2     4
6556       98233                  13     2
6557       98243                  12     4
6558       98245                  16     2
6559       98331                  19     1
6560       98333                  11     1
6561       98358                   8     2
6562       98372                  11     3
6563       98379                  11     8
6564       98380                  16     9
6565       98394                  20     1
6566       98396                  18     8
6567       98418                   2     2
6568       98426                  11     1
6569       98457                  17     1
6570       98548                   9     2
6571       98564                  12     8
6572       98565                  15     9
6573       98593                  24     4
6574       98635                  14     6
6575       98636                  12     8
6576       98644                  21     6
6577       98676                  18     6
6578       98689                  10     8
6579       98704                   1     7
6580       98706                  20     4
6581       98708                  15     2
6582       98711                   3     8
6583       98736                   2     5
6584       98772                  14     7
6585       98780                   9     8
6586       98803                  17     7
6587       98812                  15     3
6588       98835                   8     8
6589       98845                   8     8
6590       98856                  16     5
6591       98874                  16     8
6592       98878                  12     6
6593       98897                  20     2
6594       98915                   7     8
6595       98916                   1     7
6596       98931                   6     1
6597       98932                   0     7
6598       98944                  11     4
6599       98970                   5     8
6600       98971                  16     7
6601       98996                   1     8
6602       99003                   7     4
6603       99018                  24     2
6604       99067                   6     2
6605       99070                  23     6
6606       99083                  18     5
6607       99100                   3     6
6608       99111                  21     3
6609       99125                   3     1
6610       99141                  14     1
6611       99145                  10     5
6612       99149                  24     8
6613       99150                  16     6
6614       99192                  15     7
6615       99195                  17     5
6616       99204                   7     6
6617       99215                   0     3
6618       99220                   8     1
6619       99237                  19     5
6620       99241                  16     7
6621       99319                  15     3
6622       99319                   1     4
6623       99327                  11     9
6624       99353                  16     6
6625       99358                   0     5
6626       99381                  17     4
6627       99400                  16     1
6628       99432                   5     9
6629       99436                   9     8
6630       99444                  11     2
6631       99467                  14     9
6632       99472                  10     7
6633       99479                   8     9
6634       99488                   8     3
6635       99501                   1     8
6636       99531                  10     8
6637       99534                   3     2
6638       99555                   6     1
6639       99574                  22     5
6640       99615                  24     6
6641       99618                  14     3
6642       99618                  24     5
6643       99627                  23     8
6644       99689                  23     5
6645       99780                  12     8
6646       99799                  21     7
6647       99828                  19     4
6648       99837                  15     2
6649       99852                  13     3
6650       99877                   0     3
6651       99896                   3     5
6652       99918                  11     5
6653       99918                  19     5
6654       99939                  12     8
6655       99940                  22     7
6656      100013                   5     9
6657      100022                   7     3
6658      100048                   1     7
6659      100064                  22     2
6660      100080                  13     4
6661      100085                  15     5
6662      100085                  17     7
6663      100090                  10     7
6664      100091                  20     3
6665      100108                   2     5
6666      100110                  18     5
6667      100137                   0     5
6668      100141                   5     3
6669      100147                   0     1
6670      100171                   1     3
6671      100254                  13     7
6672      100258                  12     8
6673      100260                   8     9
6674      100263                  15     7
6675      100272                  12     4
6676      100299                  11     6
6677      100326                  19     7
6678      100339                   3     4
6679      100375                  21     9
6680      100380                  20     6
6681      100385                  21     8
6682      100386                   7     9
6683      100411                  23     2
6684      100415                  12     3
6685      100441                  13     8
6686      100448                  18     1
6687      100452                  15     6
6688      100471                  22     2
6689      100508                  20     2
6690      100512                  21     3
6691      100514                  15     2
6692      100526                   8     6
6693      100536                   3     8
6694      100553                   9     3
6695      100558                   6     9
6696      100565                   7     5
6697      100572                   2     8
6698      100582                   0     7
6699      100596                   2     4
6700      100607                  22     5
6701      100626                  23     2
6702      100630                  14     6
6703      100637                  14     9
6704      100659                  19     8
6705      100661                  15     3
6706      100670                   1     3
6707      100692                   8     4
6708      100711                   7     7
6709      100745                  13     5
6710      100825                  10     8
6711      100828                  11     4
6712      100847                  19     4
6713      100862                  15     5
6714      100863                   1     3
6715      100880                   6     8
6716      100886                   5     3
6717      100942                  14     9
6718      100968                  20     7
6719      100978                  18     3
6720      101014                  24     4
6721      101018                  11     5
6722      101020                  12     9
6723      101033                   2     5
6724      101056                  22     6
6725      101060                  14     9
6726      101072                   9     6
6727      101077                  23     6
6728      101097                  23     6
6729      101103                  18     9
6730      101125                  16     5
6731      101129                   1     2
6732      101132                  18     6
6733      101137                   9     2
6734      101148                   9     5
6735      101166                   5     5
6736      101179                   2     6
6737      101243                  16     9
6738      101245                  18     6
6739      101246                   5     5
6740      101271                   6     3
6741      101290                   9     5
6742      101312                   6     4
6743      101346                   6     8
6744      101349                  23     8
6745      101351                  13     1
6746      101352                  19     9
6747      101358                  18     6
6748      101380                  15     2
6749      101386                   6     1
6750      101414                   2     9
6751      101416                  15     3
6752      101425                   3     1
6753      101447                  23     4
6754      101462                  11     8
6755      101495                  19     6
6756      101499                   2     5
6757      101505                  21     9
6758      101518                  16     6
6759      101532                   0     8
6760      101541                  24     1
